title	genres
Come September (1961)	Comedy
Destry Rides Again (1939)	Comedy|Western
Electric Horseman, The (1979)	Comedy|Western
Gay Purr-ee (1962)	Animation|Children|Musical
Intervista (1987)	Comedy|Drama
King Rat (1965)	Drama|War
Live Wire (1992)	Action
Mr. & Mrs. Bridge (1990)	Drama
Night Passage (1957)	Western
Rare Breed, The (1966)	Action|Drama|Romance|Western
Shenandoah (1965)	Drama|War|Western
Straight Talk (1992)	Comedy
Oscar (1991)	Comedy|Crime|Mystery|Romance
6th Man, The (Sixth Man, The) (1997)	Comedy
Far Country, The (1954)	Western
Railway Children, The (1970)	Children|Drama
Two Mules for Sister Sara (1970)	Comedy|War|Western
Winchester '73 (1950)	Western
Ziggy Stardust and the Spiders from Mars (1973)	Documentary|Musical
Battle Cry (1955)	Drama|War
Courtship of Eddie's Father, The (1963)	Comedy
Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)	Documentary
Objective, Burma! (1945)	War
Operation Pacific (1951)	Drama|War
This Boy's Life (1993)	Drama
13 Rue Madeleine (1947)	Thriller|War
633 Squadron (1964)	Drama|War
Attack! (1956)	Drama|War
Barton Fink (1991)	Drama|Thriller
Battle of Britain (1969)	War
Belle époque (1992)	Comedy|Romance
Big Trail, The (1930)	Adventure|Romance|Western
Cloak and Dagger (1946)	Drama|Romance
Comancheros, The (1961)	Action|Adventure|Drama|Romance
Duel at Diablo (1966)	War
Flight of the Phoenix, The (1965)	Action|Adventure|Drama
From the Terrace (1960)	Drama
Heaven Knows, Mr. Allison (1957)	Drama|War
Hot Rock, The (1972)	Comedy|Crime
Long, Hot Summer, The (1958)	Drama
Man of Aran (1934)	Documentary
Music Box (1989)	Drama
North to Alaska (1960)	Comedy|Western
This Man Must Die (Que la bête meure) (1969)	Crime|Drama|Thriller
Sink the Bismark! (1960)	Action|Drama|War
Blue Max, The (1966)	Adventure|Drama|War
Desert Fox, The (1951)	Drama|War
Trial, The (Procès, Le) (1962)	Drama
Unforgiven, The (1960)	Drama|Western
Undefeated, The (1969)	Western
Divine Trash (1998)	Documentary
Good Burger (1997)	Children|Comedy
Jubilee (1977)	Drama
Mississippi Masala (1991)	Drama|Romance
Quai des Orfèvres (Jenny Lamour) (1947)	Crime|Drama
Stranger Among Us, A (1992)	Crime|Drama|Romance
Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning) (1973)	Western
Chisum (1970)	Western
Defense of the Realm (1986)	Thriller
Eat a Bowl of Tea (1989)	Romance
Half Moon Street (1986)	Drama|Thriller
Truce, The (a.k.a. La Tregua) (1996)	Drama
Opportunity Knocks (1990)	Comedy
Shattered (1991)	Mystery|Thriller
Song of Bernadette, The (1943)	Drama
Life and Times of Judge Roy Bean, The (1972)	Comedy|Western
Spirit of '76, The (1990)	Comedy|Sci-Fi
Thoroughly Modern Millie (1967)	Comedy|Musical
Where the Heart Is (1990)	Comedy|Drama
Dumb and Dumberer: When Harry Met Lloyd (2003)	Comedy
From Justin to Kelly (2003)	Musical|Romance
Hollywood Homicide (2003)	Action|Crime|Drama
Rugrats Go Wild! (2003)	Adventure|Animation|Children|Comedy
Hard Word, The (2002)	Comedy|Crime|Drama|Thriller
Heart of Me, The (2002)	Drama|Romance
Jet Lag (Décalage horaire) (2002)	Comedy|Romance
Loco Love (Mi Casa, Su Casa) (2002)	Comedy
Manito (2002)	Drama
No Turning Back (2001)	Adventure|Drama|Thriller
Tycoon (Oligarkh) (2002)	Crime|Drama
Alex and Emma (2003)	Comedy|Drama|Romance
On_Line (a.k.a. On Line) (2002)	Drama
Experiment in Terror (1962)	Crime|Thriller
Ecstasy (Éxtasis) (1996)	Drama
Is Paris Burning? (Paris brûle-t-il?) (1966)	Drama|War
Murphy's War (1971)	War
Orphans of the Storm (1921)	Drama
Satanic Rites of Dracula, The (1974)	Horror
Strange Planet (1999)	Comedy|Romance
28 Days Later (2002)	Action|Horror|Sci-Fi
Charlie's Angels: Full Throttle (2003)	Action|Adventure|Comedy|Crime|Thriller
Gasoline (Benzina) (2001)	Crime
Ed and His Dead Mother (1993)	Comedy|Horror
Fulltime Killer (Chuen jik sat sau) (2001)	Action|Thriller
Just a Little Harmless Sex (1999)	Comedy|Romance
Bank, The (2001)	Thriller
Ali: Fear Eats the Soul (Angst essen Seele auf) (1974)	Drama|Romance
Bodies, Rest & Motion (1993)	Drama|Romance
Jesus (1979)	Drama
Long Ships, The (1963)	Adventure
Made for Each Other (1939)	Comedy|Drama|Romance
Ring of Terror (1962)	Horror
You Only Live Once (1937)	Crime|Film-Noir
Anastasia (1956)	Drama
Babe, The (1992)	Drama
Flight of the Intruder (1991)	Action|War
Fun with Dick and Jane (1977)	Comedy
Knights of the Round Table (1953)	Adventure|Drama
Main Event, The (1979)	Comedy
Man's Favorite Sport? (1964)	Comedy
Mr. Baseball (1992)	Comedy|Romance
Never on Sunday (Pote tin Kyriaki) (1960)	Comedy|Drama
Nuts (1987)	Drama
Rhapsody in August (Hachi-gatsu no kyôshikyoku) (1991)	Drama
Scaramouche (1952)	Adventure|Romance
Start the Revolution Without Me (1970)	Comedy
Strange Bedfellows (1965)	Comedy
Tenant, The (Locataire, Le) (1976)	Drama|Horror|Mystery|Thriller
Hour of the Pig, The (1993)	Crime|Drama|Mystery
Up the Sandbox (1972)	Comedy
What's Up, Doc? (1972)	Comedy
Hulk (2003)	Action|Adventure|Sci-Fi
Legally Blonde 2: Red, White & Blonde (2003)	Comedy
Sinbad: Legend of the Seven Seas (2003)	Adventure|Animation|Children|Fantasy
Terminator 3: Rise of the Machines (2003)	Action|Adventure|Sci-Fi
Swimming Pool (2003)	Drama|Mystery|Thriller
Pirates of the Caribbean: The Curse of the Black Pearl (2003)	Action|Adventure|Comedy|Fantasy
Madame Satã (2002)	Drama
League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)	Action|Fantasy|Sci-Fi
Cuckoo, The (Kukushka) (2002)	Comedy|Drama|War
Holy Land, The (2001)	Drama
Housekeeper, The (femme de ménage, Une) (2002)	Comedy|Drama|Romance
I Capture the Castle (2003)	Drama|Romance
Km. 0 - Kilometer Zero (Kilómetro cero) (2000)	Comedy|Drama
Northfork (2003)	Drama|Fantasy
Bad Boys II (2003)	Action|Comedy|Crime|Thriller
How to Deal (2003)	Comedy|Drama|Romance
Johnny English (2003)	Action|Comedy|Thriller
Anarchist Cookbook, The (2002)	Comedy|Romance
Dirty Pretty Things (2002)	Crime|Drama|Thriller
Embalmer, The (Imbalsamatore, L') (2002)	Drama
Garage Days (2002)	Comedy|Musical
On the Run (2002)	Crime|Drama|Thriller
Sea Is Watching, The (Umi wa miteita) (2002)	Romance
Born to Be Wild (1995)	Adventure|Children|Comedy|Drama
Curly Sue (1991)	Comedy|Drama
Little Giants (1994)	Children|Comedy
Loose Cannons (1990)	Action|Comedy
Mouse That Roared, The (1959)	Comedy|War
Spencer's Mountain (1963)	Comedy|Drama
Masked & Anonymous (2003)	Comedy|Drama
Lara Croft Tomb Raider: The Cradle of Life (2003)	Action|Adventure|Comedy|Romance|Thriller
Seabiscuit (2003)	Drama
Spy Kids 3-D: Game Over (2003)	Action|Adventure|Children
Buffalo Soldiers (2001)	Comedy|Crime|Drama|War
Camp (2003)	Comedy|Musical
Hotel (2001)	Comedy
Lucía, Lucía (Hija del caníbal, La) (2003)	Comedy|Drama
Mondays in the Sun (Lunes al sol, Los) (2002)	Drama
Scorched (2003)	Comedy|Crime
Avanti! (1972)	Comedy|Drama
Eve of Destruction (1991)	Action|Sci-Fi|Thriller
Gator (1976)	Action|Drama
Juggernaut (1974)	Action|Thriller
Kickboxer 2: The Road Back (1991)	Action|Drama
Kiss Me, Stupid (1964)	Comedy
One, Two, Three (1961)	Comedy
Possible Loves (Amores Possíveis) (2000)	Comedy|Romance
Private Life of Sherlock Holmes, The (1970)	Comedy|Drama|Mystery
Remo Williams: The Adventure Begins (1985)	Action|Comedy|Crime|Thriller
Blood of Heroes, The (Salute of the Jugger, The) (1989)	Action|Sci-Fi
What's Up, Tiger Lily? (1966)	Adventure|Comedy|Crime|Thriller
White Lightning (1973)	Action|Crime|Drama
American Wedding (American Pie 3) (2003)	Comedy
Gigli (2003)	Comedy|Crime|Romance
And Now... Ladies and Gentlemen... (2002)	Romance|Thriller
Boys Life 4: Four Play (2003)	Comedy|Drama
I'll Be There (2003)	Comedy|Musical|Romance
Magdalene Sisters, The (2002)	Drama
Secret Lives of Dentists, The (2002)	Drama
Freaky Friday (2003)	Children|Comedy|Fantasy
Seaside (Bord de Mer) (2002)	Drama
S.W.A.T. (2003)	Action|Thriller
Divorce, Le (2003)	Comedy|Drama|Romance
Princess Blade, The (Shura Yukihime) (2001)	Action|Sci-Fi
Step Into Liquid (2002)	Documentary
Accattone (1961)	Drama
...And God Spoke (1993)	Comedy
Big Trouble (1986)	Comedy
Brain Damage (1988)	Comedy|Horror
Double Life, A (1947)	Crime|Drama|Film-Noir
Hawks and Sparrows (Uccellacci e Uccellini) (1966)	Comedy
Man in the Glass Booth, The (1975)	Drama
Purpose (2002)	Drama
Red Pony, The (1949)	Drama
Sex & the Other Man (1996)	Comedy|Drama
Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)	Drama
Honeymoon Killers, The (1970)	Crime|Thriller
Umberto D. (1952)	Drama
Brother's Keeper (1992)	Documentary
Day of the Dolphin, The (1973)	Drama
I Love You to Death (1990)	Comedy|Crime
Freddy vs. Jason (2003)	Action|Horror|Thriller
Grind (2003)	Action|Comedy
Open Range (2003)	Western
Shaolin Soccer (Siu lam juk kau) (2001)	Action|Comedy
Uptown Girls (2003)	Comedy
American Splendor (2003)	Comedy|Drama
Backyard, The (2002)	Documentary
Carnages (a.k.a. Carnage) (2002)	Drama
Passionada (2002)	Comedy|Romance
Agent Cody Banks (2003)	Action|Adventure|Children|Fantasy
Camp Nowhere (1994)	Adventure|Children|Comedy
Cemetery Club, The (1993)	Comedy|Drama|Romance
Changing Habits (1997)	Comedy|Drama
Hot Dog... The Movie (1984)	Comedy
House of Wax (1953)	Crime|Horror|Mystery|Thriller
Inn of the Sixth Happiness, The (1958)	Adventure|Drama
Man's Best Friend (1993)	Horror|Sci-Fi|Thriller
Of Unknown Origin (1983)	Horror
Prince of Jutland (a.k.a. Royal Deceit) (1994)	Drama
Rowing with the Wind (Remando al viento) (1988)	Drama|Romance
Rachel Papers, The (1989)	Drama|Romance
Sure Thing, The (1985)	Comedy|Romance
Thrashin' (1986)	Action|Drama
Valley Girl (1983)	Comedy|Romance
Wait Until Dark (1967)	Drama|Thriller
Where the Rivers Flow North (1993)	Drama
Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000)	Drama
Showdown in Little Tokyo (1991)	Action|Crime
Tokyo Story (Tôkyô monogatari) (1953)	Drama
Green Ray, The (Rayon vert, Le) (1986)	Drama|Romance
THX 1138 (1971)	Action|Adventure|Drama|Sci-Fi
Valley of the Dolls (1967)	Drama
Business of Fancydancing, The (2002)	Drama
Chunhyang (2000)	Drama|Musical|Romance
Tunes of Glory (1960)	Drama
Kind Hearts and Coronets (1949)	Comedy|Drama
Ash Wednesday (2002)	Crime|Drama
Joe Kidd (1972)	Western
Keep, The (1983)	Horror|Thriller
Atragon (Kaitei Gunkan) (1963)	Adventure|Sci-Fi
Mysterians, The (Chikyu Boeigun) (1957)	Sci-Fi
Attack of the Puppet People (1958)	Horror|Sci-Fi
Beast from 20,000 Fathoms, The (1953)	Sci-Fi
10 (1979)	Comedy|Romance
Tremors (1990)	Comedy|Horror|Sci-Fi
Red Shoes, The (1948)	Drama|Fantasy|Musical|Romance
Me & Isaac Newton (1999)	Documentary
Pink Panther, The (1963)	Comedy|Crime
Pink Panther Strikes Again, The (1976)	Comedy|Crime
Commando (1985)	Action|Adventure
Dracula (1979)	Horror|Romance
Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)	Comedy|Drama|Fantasy
Waco: The Rules of Engagement (1997)	Documentary
Road Home, The (Wo de fu qin mu qin) (1999)	Drama|Romance
Ikiru (1952)	Drama
Comic Book Villains (2002)	Comedy
Angel at My Table, An (1990)	Drama
War Photographer (2001)	Documentary|War
Ay, Carmela! (¡Ay, Carmela!) (1990)	Drama|War
War and Peace (Jang Aur Aman) (2001)	Documentary|War
Far (2001)	Drama
Incident at Oglala (1992)	Documentary
Predictions of Fire (Prerokbe Ognja) (1996)	Documentary
Handmaid's Tale, The (1990)	Drama|Sci-Fi
Revolution OS (2001)	Documentary
Live Nude Girls Unite! (2000)	Documentary
All the Little Animals (1998)	Drama|Thriller
Earth (1998)	Drama|War
Fire (1996)	Drama
Death in Venice (Morte a Venezia) (1971)	Drama|Romance
Marci X (2003)	Comedy|Musical
Medallion, The (2003)	Action|Comedy|Crime|Fantasy
My Boss's Daughter (2003)	Comedy|Romance
Autumn Spring (Babí léto) (2001)	Comedy|Drama
Battle of Shaker Heights, The (2003)	Comedy|Drama|Romance
Don't Tempt Me (Sin noticias de Dios) (2001)	Comedy|Fantasy|Mystery
Dust (2001)	Drama|Western
Stoked: The Rise and Fall of Gator (2002)	Documentary
Venus Boyz (2001)	Documentary
Suddenly (Tan de Repente) (2002)	Comedy|Drama
Jeepers Creepers 2 (2003)	Horror|Thriller
Bollywood/Hollywood (2002)	Comedy|Drama|Musical|Romance
Civil Brand (2002)	Drama
Nola (2002)	Drama
Once Upon a Time in the Midlands (2002)	Drama
Other Side of the Bed, The (Otro lado de la cama, El) (2002)	Comedy|Drama|Musical|Romance
Zero Day (2002)	Drama
Dickie Roberts: Former Child Star (2003)	Comedy
Order, The (2003)	Horror|Mystery|Thriller
Home Room (2002)	Drama
Party Monster (2003)	Comedy|Crime|Drama|Thriller
Taking Sides (2001)	Drama
Cabin Fever (2002)	Horror|Thriller
Matchstick Men (2003)	Comedy|Crime|Drama
Once Upon a Time in Mexico (2003)	Action|Adventure|Crime|Thriller
Dummy (2002)	Comedy|Drama|Romance
Lost in Translation (2003)	Comedy|Drama|Romance
Luster (2002)	Comedy|Drama|Romance
Millennium Actress (Sennen joyû) (2001)	Animation|Drama|Romance
So Close (Chik Yeung Tin Sai) (2002)	Action|Comedy|Romance|Thriller
Children of the Night (1991)	Horror
Daisy Miller (1974)	Drama
Enlightenment Guaranteed (Erleuchtung Garantiert) (2000)	Comedy|Drama
Gotcha! (1985)	Comedy
Hard to Hold (1984)	Drama|Romance
Kuffs (1992)	Action|Comedy|Crime
Once Upon a Time in China (Wong Fei Hung) (1991)	Action|Adventure|Drama
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992)	Action|Romance
Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993)	Action
Paper Moon (1973)	Comedy|Crime|Drama
Sgt. Pepper's Lonely Hearts Club Band (1978)	Adventure|Musical
Song for Martin, A (Sång för Martin, En) (2001)	Drama
Targets (1968)	Crime|Thriller
Ugly American, The (1963)	Drama
Bostonians, The (1984)	Drama|Romance
Convoy (1978)	Action|Comedy|Drama
Day of the Dead (1985)	Horror|Sci-Fi|Thriller
Hello, Dolly! (1969)	Comedy|Musical|Romance
I'm Going Home (Je rentre à la maison) (2001)	Comedy|Drama
Memoirs of an Invisible Man (1992)	Comedy|Romance|Sci-Fi|Thriller
Rose, The (1979)	Drama
See No Evil (1971)	Crime|Drama|Horror|Thriller
Super Sucker (2002)	Comedy
Indiscretion of an American Wife (a.k.a. Terminal Station) (Stazione Termini) (1953)	Drama
At War with the Army (1950)	Comedy|Musical|Romance
Bingo (1991)	Adventure|Comedy
God told Me To (1976)	Crime|Horror|Mystery|Sci-Fi|Thriller
I, Madman (1989)	Horror
Jungle Book (1942)	Adventure|Fantasy
Once Bitten (1985)	Comedy|Horror
Shrimp on the Barbie, The (1990)	Comedy
Squirm (1976)	Horror|Romance
Adventures of Huckleberry Finn, The (1960)	Adventure|Children
Brood, The (1979)	Horror
Prince and the Pauper, The (1937)	Adventure|Drama
Anything Else (2003)	Comedy|Drama|Romance
Cold Creek Manor (2003)	Drama|Thriller
Fighting Temptations, The (2003)	Drama
Secondhand Lions (2003)	Children|Comedy|Drama
Underworld (2003)	Action|Fantasy|Horror
Bubba Ho-tep (2002)	Comedy|Horror
Casa de los babys (2003)	Drama
Demonlover (2002)	Crime|Drama|Mystery|Thriller
Emerald Cowboy (2002)	Documentary|Drama
Close Your Eyes (Hypnotic) (Doctor Sleep) (2002)	Crime|Thriller
In This World (2002)	Adventure|Drama
Tibet: Cry of the Snow Lion (2002)	Documentary
Yossi & Jagger (2002)	Drama|Romance
Duplex (2003)	Comedy|Crime
Rundown, The (2003)	Action|Adventure|Comedy
Under the Tuscan Sun (2003)	Comedy|Drama|Romance
Camera Obscura (2000)	Crime|Drama|Thriller
Kart Racer (2003)	Drama
Luther (2003)	Drama
Mambo Italiano (2003)	Comedy
My Life Without Me (2003)	Drama|Romance
Dorm Daze (National Lampoon Presents Dorm Daze) (2003)	Comedy
To Be and to Have (Être et avoir) (2002)	Documentary
Triplets of Belleville, The (Les triplettes de Belleville) (2003)	Animation|Comedy|Fantasy
Videodrome (1983)	Fantasy|Horror|Sci-Fi|Thriller
Life and Debt (2001)	Documentary
Lagaan: Once Upon a Time in India (2001)	Comedy|Drama|Musical|Romance
Judgment at Nuremberg (1961)	Drama
Journey of Hope (Reise der Hoffnung) (1990)	Drama
Same Time, Next Year (1978)	Comedy|Drama|Romance
Brief History of Time, A (1991)	Documentary
Jacob the Liar (Jakob, der Lügner) (1975)	Drama
Leningrad Cowboys Go America (1989)	Comedy|Musical
Rules of the Game, The (La règle du jeu) (1939)	Comedy|Drama
Song Remains the Same, The (1976)	Documentary|Musical
Seven Brides for Seven Brothers (1954)	Comedy|Musical|Romance|Western
Kiss of the Spider Woman (1985)	Drama
All the President's Men (1976)	Drama|Thriller
Angie (1994)	Comedy|Drama|Romance
Apartment, The (Appartement, L') (1996)	Drama|Mystery|Romance
Avalon (2001)	Drama|Fantasy|Sci-Fi
Babette's Feast (Babettes gæstebud) (1987)	Drama
Barber of Siberia, The (Sibirskij tsiryulnik) (1998)	Drama|Romance
Beethoven (1992)	Children|Comedy|Drama
Beethoven's 2nd (1993)	Children|Comedy
Black Moon Rising (1986)	Action|Crime|Sci-Fi|Thriller
Boyz N the Hood (1991)	Crime|Drama
Bugsy (1991)	Crime|Drama
Bugsy Malone (1976)	Children|Comedy|Crime|Musical
By the Sword (1991)	Drama
Cobra (1986)	Action|Crime
Common Wealth (Comunidad, La) (2000)	Comedy|Thriller
Consenting Adults (1992)	Thriller
Phenomena (a.k.a. Creepers) (1985)	Horror|Mystery|Thriller
Crimewave (1985)	Comedy|Crime
Crying Freeman (1995)	Action|Crime|Thriller
Time and Tide (Seunlau Ngaklau) (2000)	Action|Crime|Thriller
Monty Python's The Meaning of Life (1983)	Comedy
Where Eagles Dare (1968)	Action|Adventure|War
Tightrope (1984)	Thriller
Sleeping with the Enemy (1991)	Drama|Thriller
PCU (1994)	Comedy
Rookie, The (1990)	Action|Comedy|Thriller
Ghost and Mr. Chicken, The (1966)	Comedy|Romance
City Heat (1984)	Action|Comedy
Into the Night (1985)	Action|Comedy|Drama|Thriller
Three O'Clock High (1987)	Comedy
White Hunter, Black Heart (1990)	Adventure|Drama
Come and See (Idi i smotri) (1985)	Drama|War
Rage in Harlem, A (1991)	Crime
Ginger Snaps (2000)	Drama|Horror|Thriller
More American Graffiti (1979)	Comedy
Ballad of Little Jo, The (1993)	Drama|Western
Under Suspicion (1992)	Crime|Drama|Thriller
Ruby (1992)	Crime|Drama
Reluctant Astronaut, The (1967)	Comedy
Shakiest Gun in the West, The (1968)	Comedy|Western
It's Pat (1994)	Comedy
Sunday in the Country, A (Un dimanche à la campagne) (1984)	Drama
Gun in Betty Lou's Handbag, The (1992)	Comedy|Mystery
Sudden Fear (1952)	Film-Noir|Horror|Thriller
Nobody's Baby (2001)	Comedy
Regarding Henry (1991)	Drama
Debut, The (2000)	Comedy|Drama
Wilder Napalm (1993)	Comedy|Fantasy|Romance
Alien Contamination (1980)	Action|Horror|Sci-Fi
Amazing Transparent Man, The (1960)	Sci-Fi
Love Affair (1939)	Comedy|Drama|Romance
Once in the Life (2000)	Crime|Drama
All I Want (Try Seventeen) (2002)	Comedy|Drama|Romance
Hospital, The (1971)	Comedy|Drama
Article 99 (1992)	Comedy|Drama
Images (1972)	Drama|Fantasy|Horror
Eureka (1986)	Drama
Oleanna (1994)	Drama
Chattahoochee (1989)	Drama
Tough Guys Don't Dance (1987)	Drama
There Goes My Baby (1994)	Comedy|Drama
Kingdom of the Spiders (1977)	Horror|Sci-Fi
Scrooge (1970)	Drama|Fantasy|Musical
Leap of Faith (1992)	Comedy|Drama
Gas, Food, Lodging (1992)	Drama|Romance
In Cold Blood (1967)	Crime|Drama
Campus Man (1987)	Comedy
Bedford Incident, The (1965)	Drama|Thriller|War
Murderous Maids (Blessures assassines, Les) (2000)	Drama
Yankee Doodle Dandy (1942)	Drama|Musical
Ninja Scroll (Jûbei ninpûchô) (1995)	Action|Adventure|Animation|Fantasy
Knife in the Water (Nóz w wodzie) (1962)	Drama
Devil and Daniel Webster, The (All That Money Can Buy) (1941)	Drama|Fantasy
Mobsters (1991)	Crime|Drama
Charlotte Sometimes (2002)	Drama|Romance
Out of Time (2003)	Crime|Drama|Thriller
School of Rock (2003)	Comedy|Musical
Concert for George, The (2003)	Documentary|Musical
Event, The (2003)	Drama
Nine Dead Gay Guys (2003)	Comedy|Crime
Station Agent, The (2003)	Comedy|Drama
Wonderland (2003)	Crime|Drama|Mystery|Thriller
Bus 174 (Ônibus 174) (2002)	Crime|Documentary
Mystic River (2003)	Crime|Drama|Mystery
Good Boy! (2003)	Children|Comedy|Sci-Fi
House of the Dead, The (2003)	Action|Horror
Intolerable Cruelty (2003)	Comedy|Romance
Kill Bill: Vol. 1 (2003)	Action|Crime|Thriller
Dopamine (2003)	Comedy|Drama|Romance
Flower of Evil, The (Fleur du mal, La) (2003)	Drama
Girls Will Be Girls (2003)	Comedy
Porn Theater (Chatte à deux têtes, La) (2002)	Drama
Runaway Jury (2003)	Drama|Thriller
Texas Chainsaw Massacre, The (2003)	Horror
Pieces of April (2003)	Comedy|Drama
Returner (Ritaanaa) (2002)	Action|Adventure|Sci-Fi
Sylvia (2003)	Drama|Romance
Veronica Guerin (2003)	Crime|Drama|Thriller
In the Cut (2003)	Crime|Drama|Mystery|Romance|Thriller
Beyond Borders (2003)	Drama|Romance|War
Radio (2003)	Drama
Scary Movie 3 (2003)	Comedy|Horror
